VALUATION DATE,FUND_NAME_1_EN,CLASS_FUND_1_EN,FUND_NAME_1_ZH,CLASS_FUND_1_ZH,FUND_1_PRICE_HKD
05/08/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9533
06/08/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9524
07/08/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9582
08/08/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9668
09/08/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9721
12/08/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9719
13/08/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9742
14/08/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9833
15/08/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9878
16/08/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9871
19/08/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9927
20/08/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.992
21/08/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9951
22/08/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9978
23/08/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9904
26/08/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9909
27/08/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9901
28/08/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9842
29/08/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.985
30/08/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9869
02/09/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9845
03/09/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9749
04/09/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9787
05/09/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9747
06/09/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9765
09/09/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9713
10/09/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9779
11/09/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9795
12/09/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9738
13/09/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9705
16/09/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9622
17/09/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9599
18/09/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9551
19/09/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9512
20/09/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9479
23/09/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9405
24/09/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.934
25/09/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.938
26/09/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9442
27/09/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9413
30/09/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9351
02/10/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9402
03/10/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9377
04/10/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9325
07/10/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9238
08/10/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9263
09/10/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9198
10/10/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9238
11/10/2002,Sun Life MPF Balanced Fund,Class A,永明強積金均衡基金,A類單位,0.9318
